Campaign_ID,Date,Campaign_Name,Campaign_Type,Channel,Region,Device,Customer_Segment,Spend,CTR,CPC,Clicks,Impressions
5439,2025-03-14,Weekend Special,Promotional,Instagram,South,Mobile,Returning,42897,1.21,24.43,1756,145124
8045,2025-03-14,Winter Sale,Seasonal,Google Search,South,Mobile,Returning,66438,4.95,30.84,2154,43515
7025,2025-03-14,Weekend Special,Promotional,Google Search,East,Desktop,Returning,24697,6.19,54.53,453,7318
3227,2025-03-14,Diwali Bonanza,Festival,YouTube,North,Mobile,Premium,123474,1.84,11.9,10376,563913
4534,2025-03-14,Flash Sale,Promotional,Google Search,West,Mobile,New,29107,6.9,57.91,503,7290
6071,2025-03-14,Mega Clearance,Clearance,Email,South,Desktop,Loyal,22448,9.76,3.58,6270,64242
3434,2025-03-14,Black Friday,Promotional,Google Search,Central,Desktop,New,32703,4.83,31.45,1040,21532
1948,2025-03-14,Flash Sale,Promotional,Google Search,West,Desktop,New,41988,6.39,55.39,758,11862
4396,2025-03-14,Diwali Bonanza,Festival,YouTube,North,Mobile,Premium,123711,0.89,9.65,12820,1440449
9248,2025-03-14,Flash Sale,Promotional,Instagram,Central,Desktop,Premium,38268,2.73,27.96,1369,50147
9086,2025-03-14,Black Friday,Promotional,Google Search,North,Mobile,Returning,44856,6.82,43.07,1041,15264
1425,2025-03-14,Back to School,Seasonal,Email,West,Desktop,Returning,56752,9.51,1.85,30677,322576
2543,2025-03-14,Mega Clearance,Clearance,Google Search,South,Mobile,Premium,23907,4.62,49.61,482,10433
3479,2025-03-14,Diwali Bonanza,Festival,YouTube,West,Mobile,Premium,101186,0.86,12.12,8349,970814
2235,2025-03-14,Flash Sale,Promotional,Google Search,North,Desktop,Loyal,33889,6.47,29.59,1145,17697
6780,2025-03-14,Back to School,Seasonal,Instagram,West,Mobile,Premium,36198,1.91,26.81,1350,70681
9107,2025-03-14,Summer Sale,Seasonal,LinkedIn,North,Desktop,Premium,56911,4.41,121.81,467,10590
5130,2025-03-14,Black Friday,Promotional,Instagram,East,Mobile,Loyal,43952,2.6,20.22,2174,83615
5127,2025-03-14,Festive Combo,Festival,YouTube,North,Mobile,Returning,90783,1.34,4.96,18303,1365896
7064,2025-03-14,Black Friday,Promotional,Instagram,South,Desktop,Returning,31033,1.89,14.29,2172,114921
1907,2025-03-14,New Year Blast,Festival,Instagram,South,Mobile,New,117031,1.4,26.9,4351,310786
4625,2025-03-14,Weekend Special,Promotional,YouTube,North,Desktop,Returning,44859,1.74,5.81,7721,443736
2463,2025-03-14,Mega Clearance,Clearance,Email,West,Desktop,Loyal,13910,10.88,1.24,11218,103107
9378,2025-03-14,Festive Combo,Festival,YouTube,North,Mobile,Returning,127400,1.58,9.34,13640,863291
2004,2025-03-14,Black Friday,Promotional,Facebook,South,Mobile,New,26875,2.97,24.7,1088,36633
2301,2025-03-14,Festive Combo,Festival,Instagram,North,Mobile,Premium,112250,1.81,27.95,4016,221878
274,2025-03-14,Mega Clearance,Clearance,Facebook,Central,Mobile,New,17817,1.68,14.35,1242,73929
1707,2025-03-14,Summer Sale,Seasonal,YouTube,Central,Desktop,Premium,52589,1.86,5.3,9922,533441
9706,2025-03-14,Back to School,Seasonal,Google Search,North,Desktop,New,59967,4.81,31.42,1909,39688
147,2025-03-14,New Year Blast,Festival,Instagram,East,Desktop,Loyal,138997,1.73,21.65,6420,371098
7702,2025-03-14,Diwali Bonanza,Festival,Instagram,Central,Mobile,New,80445,1.84,21.65,3716,201957
7894,2025-03-14,Flash Sale,Promotional,Google Search,East,Desktop,Premium,29628,4.01,26.94,1100,27431
8156,2025-03-14,Black Friday,Promotional,Facebook,West,Mobile,Premium,47535,2.77,16.4,2898,104621
5327,2025-03-14,Back to School,Seasonal,Instagram,East,Desktop,Returning,40268,2.55,23.27,1730,67843
6311,2025-03-15,Summer Sale,Seasonal,Facebook,West,Mobile,Returning,53161,2.31,9.72,5469,236753
998,2025-03-15,Winter Sale,Seasonal,Facebook,Central,Mobile,Premium,32866,1.87,9.42,3489,186578
7173,2025-03-15,Winter Sale,Seasonal,YouTube,West,Mobile,Premium,67188,0.98,13.23,5078,518163
3817,2025-03-15,Diwali Bonanza,Festival,Google Search,East,Desktop,Returning,134129,4.63,56.52,2373,51253
3230,2025-03-15,New Year Blast,Festival,Instagram,Central,Mobile,Premium,130167,2.49,16.88,7711,309679
7653,2025-03-15,Mega Clearance,Clearance,LinkedIn,East,Mobile,Loyal,15951,2.27,82.13,194,8546
2636,2025-03-15,Black Friday,Promotional,Instagram,East,Mobile,Loyal,24866,2.32,11.46,2170,93534
9418,2025-03-15,Black Friday,Promotional,LinkedIn,South,Desktop,Premium,49130,2.64,85.74,573,21705
3567,2025-03-15,Flash Sale,Promotional,Instagram,North,Mobile,Premium,42416,2.38,21.47,1976,83025
2649,2025-03-15,Festive Combo,Festival,Facebook,South,Mobile,Returning,77557,1.94,17.44,4447,229227
5480,2025-03-15,Diwali Bonanza,Festival,Instagram,North,Desktop,New,144115,2.08,11.13,12948,622500
2640,2025-03-15,Flash Sale,Promotional,Google Search,West,Mobile,Premium,48731,6.61,34.75,1402,21210
5128,2025-03-15,Black Friday,Promotional,Email,West,Mobile,Premium,36345,6.59,1.7,21379,324416
3923,2025-03-15,New Year Blast,Festival,Instagram,South,Mobile,Premium,98431,1.89,25.35,3883,205450
802,2025-03-15,New Year Blast,Festival,Facebook,South,Mobile,New,109081,1.94,8.48,12863,663041
7186,2025-03-15,Winter Sale,Seasonal,Google Search,Central,Mobile,Returning,32907,5.84,54.43,605,10360
5282,2025-03-15,Mega Clearance,Clearance,Facebook,Central,Desktop,Returning,28695,2.44,9.31,3082,126311
2564,2025-03-15,Black Friday,Promotional,Instagram,Central,Mobile,Returning,33004,1.72,15.56,2121,123314
2101,2025-03-15,Festive Combo,Festival,Google Search,Central,Desktop,Returning,139669,5.34,45.1,3097,57996
921,2025-03-15,Back to School,Seasonal,Instagram,Central,Desktop,Loyal,36583,1.67,13.9,2632,157605
1628,2025-03-15,Winter Sale,Seasonal,Google Search,South,Desktop,Premium,30901,4.32,28.25,1094,25324
5284,2025-03-15,Summer Sale,Seasonal,Email,West,Desktop,Loyal,54407,7.08,1.08,50377,711540
450,2025-03-15,Winter Sale,Seasonal,Instagram,Central,Mobile,Premium,61566,1.55,18.22,3379,218000
3711,2025-03-16,New Year Blast,Festival,Google Search,East,Desktop,Premium,117599,5.59,25.31,4646,83113
5528,2025-03-16,Diwali Bonanza,Festival,Facebook,West,Mobile,Premium,140361,1.59,22.13,6343,398931
8745,2025-03-16,Weekend Special,Promotional,Facebook,West,Mobile,Loyal,31028,2.07,22.04,1408,68019
8629,2025-03-16,Festive Combo,Festival,Google Search,East,Desktop,New,82413,6.37,24.17,3410,53532
9329,2025-03-16,Festive Combo,Festival,Instagram,South,Mobile,New,70529,1.57,28.43,2481,158025
8977,2025-03-16,Back to School,Seasonal,Instagram,North,Mobile,Premium,66643,1.49,23.22,2870,192617
284,2025-03-16,Diwali Bonanza,Festival,LinkedIn,East,Desktop,Returning,96349,4.1,71.94,1339,32659
7326,2025-03-16,Flash Sale,Promotional,Google Search,North,Desktop,Returning,28245,4.33,56.42,501,11570
8311,2025-03-16,Diwali Bonanza,Festival,Google Search,North,Desktop,Returning,99800,6.49,30.34,3289,50678
1343,2025-03-16,Festive Combo,Festival,Google Search,Central,Mobile,Returning,94960,4.98,34.99,2714,54498
116,2025-03-16,Black Friday,Promotional,Email,South,Mobile,Returning,45842,5.02,4.43,10348,206135
1041,2025-03-16,Flash Sale,Promotional,Email,East,Desktop,Premium,26506,10.06,3.31,8008,79602
7921,2025-03-16,Mega Clearance,Clearance,Google Search,East,Mobile,Premium,23339,6.64,53.9,433,6521
7177,2025-03-16,Mega Clearance,Clearance,Instagram,East,Mobile,Loyal,26143,2.48,29.45,888,35806
6674,2025-03-16,Weekend Special,Promotional,Instagram,North,Mobile,Premium,39837,2.45,14.78,2695,110000
9247,2025-03-16,Back to School,Seasonal,Instagram,Central,Desktop,Premium,56669,2.22,22.91,2474,111441
9230,2025-03-16,Winter Sale,Seasonal,Instagram,Central,Mobile,New,49341,1.62,25.23,1956,120741
7881,2025-03-16,Mega Clearance,Clearance,Instagram,South,Mobile,Returning,21821,1.57,13.55,1610,102548
562,2025-03-16,Mega Clearance,Clearance,Instagram,North,Mobile,New,16056,1.29,16.98,946,73333
8531,2025-03-16,Back to School,Seasonal,Instagram,West,Mobile,Returning,48041,2.52,27.32,1758,69762
1886,2025-03-16,Black Friday,Promotional,LinkedIn,North,Desktop,Loyal,21617,3.67,79.09,273,7439
98,2025-03-16,Festive Combo,Festival,Facebook,South,Mobile,New,102516,1.94,14.37,7134,367732
842,2025-03-16,New Year Blast,Festival,Google Search,South,Mobile,Returning,106890,5.75,41.65,2566,44626
6307,2025-03-16,Mega Clearance,Clearance,Google Search,West,Desktop,Returning,19978,6.53,35.82,558,8545
7565,2025-03-16,Summer Sale,Seasonal,Google Search,South,Mobile,Returning,67875,5.01,54.8,1239,24731
2780,2025-03-16,Back to School,Seasonal,Google Search,Central,Mobile,New,47316,5.13,57.47,823,16043
6332,2025-03-16,New Year Blast,Festival,Instagram,West,Mobile,Returning,67640,1.44,12.17,5558,385972
645,2025-03-16,Flash Sale,Promotional,YouTube,South,Mobile,New,35433,1.38,13.8,2568,186087
7051,2025-03-16,Black Friday,Promotional,Google Search,South,Mobile,Premium,30191,4.48,55.09,548,12232
8905,2025-03-16,Diwali Bonanza,Festival,Instagram,Central,Desktop,New,79945,1.64,24.56,3255,198476
2595,2025-03-17,Flash Sale,Promotional,Google Search,South,Mobile,New,31507,4.42,25.71,1225,27715
8956,2025-03-17,Black Friday,Promotional,Facebook,South,Mobile,Returning,33318,1.98,22.48,1482,74848
8256,2025-03-17,New Year Blast,Festival,Facebook,South,Mobile,New,138024,2.22,8.87,15561,700946
4521,2025-03-17,Weekend Special,Promotional,Google Search,Central,Desktop,Loyal,34823,4.46,26.62,1308,29327
673,2025-03-17,Weekend Special,Promotional,Instagram,West,Mobile,Premium,36762,2.65,17.22,2135,80566
5296,2025-03-17,Diwali Bonanza,Festival,YouTube,East,Mobile,Premium,65666,1.52,8.69,7557,497171
1662,2025-03-17,Winter Sale,Seasonal,YouTube,Central,Mobile,New,49145,0.99,10.0,4914,496364
1081,2025-03-17,Mega Clearance,Clearance,Email,Central,Desktop,Returning,14514,8.22,1.51,9612,116934
4362,2025-03-17,New Year Blast,Festival,Email,East,Desktop,Loyal,129616,7.25,2.1,61722,851338
5767,2025-03-17,Diwali Bonanza,Festival,Facebook,East,Mobile,Returning,70225,1.72,21.05,3336,193953
751,2025-03-17,Summer Sale,Seasonal,Facebook,North,Desktop,Returning,59999,1.67,20.24,2964,177485
5845,2025-03-17,Weekend Special,Promotional,Google Search,West,Desktop,New,28414,6.13,24.59,1156,18858
7239,2025-03-17,Back to School,Seasonal,Instagram,South,Desktop,Returning,46234,1.3,26.15,1768,136000
1291,2025-03-17,Diwali Bonanza,Festival,Google Search,Central,Desktop,New,89873,6.55,43.33,2074,31664
6763,2025-03-17,Weekend Special,Promotional,YouTube,Central,Mobile,New,30118,1.54,8.5,3543,230065
8396,2025-03-17,Flash Sale,Promotional,Google Search,East,Mobile,New,43076,5.23,39.4,1093,20899
3416,2025-03-17,Summer Sale,Seasonal,Instagram,East,Desktop,Returning,62587,1.53,24.34,2571,168039
4884,2025-03-17,Black Friday,Promotional,Facebook,North,Mobile,Returning,44961,2.77,24.69,1821,65740
3739,2025-03-17,New Year Blast,Festival,Google Search,East,Desktop,New,94861,6.03,43.91,2160,35821
7046,2025-03-17,Winter Sale,Seasonal,Facebook,South,Desktop,New,46522,2.7,18.29,2544,94222
319,2025-03-17,Diwali Bonanza,Festival,YouTube,North,Mobile,Premium,139076,1.06,13.42,10363,977642
1469,2025-03-17,Summer Sale,Seasonal,Instagram,West,Mobile,New,31888,1.33,19.3,1652,124211
1220,2025-03-17,Mega Clearance,Clearance,Instagram,South,Mobile,New,17596,1.35,26.07,675,50000
5176,2025-03-17,Diwali Bonanza,Festival,Email,East,Desktop,Loyal,64348,7.81,4.37,14725,188540
1990,2025-03-17,Summer Sale,Seasonal,Instagram,South,Mobile,Loyal,31659,1.86,16.83,1881,101129
8916,2025-03-17,Winter Sale,Seasonal,Instagram,South,Mobile,New,32165,2.6,11.41,2819,108423
3515,2025-03-17,Festive Combo,Festival,Facebook,East,Mobile,New,97207,1.69,16.74,5807,343609
6916,2025-03-17,Black Friday,Promotional,Facebook,East,Mobile,New,32992,2.81,11.42,2889,102811
3579,2025-03-17,Summer Sale,Seasonal,Google Search,South,Mobile,Premium,60734,6.64,32.81,1851,27877
1232,2025-03-17,Summer Sale,Seasonal,Email,East,Desktop,Premium,34029,6.35,4.05,8402,132315
8337,2025-03-17,Winter Sale,Seasonal,Google Search,East,Desktop,New,52963,5.07,41.79,1267,24990
9996,2025-03-18,Weekend Special,Promotional,Facebook,South,Mobile,New,41016,2.45,10.92,3756,153306
3420,2025-03-18,New Year Blast,Festival,Instagram,South,Mobile,New,141746,1.66,12.99,10912,657349
2814,2025-03-18,Summer Sale,Seasonal,YouTube,East,Desktop,Premium,50024,1.14,10.94,4573,401140
6747,2025-03-18,Back to School,Seasonal,YouTube,North,Desktop,Premium,62833,0.84,4.17,15068,1793810
2716,2025-03-18,Festive Combo,Festival,LinkedIn,East,Desktop,Loyal,78519,2.59,71.11,1104,42625
6756,2025-03-18,Back to School,Seasonal,Google Search,South,Mobile,New,30483,4.38,59.79,510,11644
8598,2025-03-18,Mega Clearance,Clearance,Google Search,Central,Mobile,New,22856,6.31,42.3,540,8558
6239,2025-03-18,Weekend Special,Promotional,Facebook,South,Mobile,New,44609,2.88,14.67,3041,105590
6693,2025-03-18,Mega Clearance,Clearance,Google Search,Central,Mobile,New,22312,5.59,28.11,794,14204
6909,2025-03-18,Winter Sale,Seasonal,Google Search,South,Mobile,New,44192,5.7,51.52,858,15053
7807,2025-03-18,Weekend Special,Promotional,Facebook,East,Mobile,Returning,36677,2.01,20.71,1771,88109
3174,2025-03-18,Back to School,Seasonal,Google Search,South,Desktop,New,63283,4.65,43.35,1460,31398
2337,2025-03-18,New Year Blast,Festival,Email,West,Mobile,Loyal,127833,9.0,4.75,26912,299022
5481,2025-03-18,Weekend Special,Promotional,Instagram,West,Mobile,Returning,38338,2.39,21.42,1790,74895
5466,2025-03-18,Flash Sale,Promotional,Google Search,South,Mobile,Returning,38804,5.91,38.26,1014,17157
938,2025-03-18,Winter Sale,Seasonal,Facebook,West,Mobile,Loyal,37690,2.48,18.09,2083,83992
3810,2025-03-18,Festive Combo,Festival,Facebook,East,Mobile,New,62115,2.67,14.15,4390,164419
353,2025-03-18,Festive Combo,Festival,Email,South,Mobile,Returning,137014,10.47,1.45,94492,902502
8332,2025-03-18,Mega Clearance,Clearance,YouTube,South,Mobile,New,25339,1.32,13.17,1924,145758
762,2025-03-18,Weekend Special,Promotional,Google Search,South,Mobile,New,34331,6.72,39.1,878,13065
7941,2025-03-18,Flash Sale,Promotional,Instagram,North,Mobile,Returning,37513,1.77,19.98,1878,106102
8483,2025-03-18,Weekend Special,Promotional,Instagram,East,Mobile,New,46918,1.81,23.96,1958,108177
4829,2025-03-18,Mega Clearance,Clearance,Google Search,Central,Mobile,Loyal,25998,4.62,47.93,542,11732
3179,2025-03-18,Summer Sale,Seasonal,Google Search,North,Desktop,New,52588,6.96,21.68,2426,34856
3752,2025-03-18,New Year Blast,Festival,YouTube,East,Mobile,New,109106,1.32,5.34,20432,1547879
5714,2025-03-18,Diwali Bonanza,Festival,Facebook,South,Mobile,Premium,104731,2.94,15.13,6922,235442
8404,2025-03-18,Weekend Special,Promotional,Instagram,North,Mobile,Returning,40162,1.82,10.95,3668,201538
3324,2025-03-18,Weekend Special,Promotional,Facebook,Central,Mobile,Premium,25692,1.97,13.96,1840,93401
6536,2025-03-19,Mega Clearance,Clearance,Facebook,East,Mobile,New,23844,2.86,24.34,980,34266
8124,2025-03-19,Flash Sale,Promotional,YouTube,Central,Desktop,New,47636,1.21,11.2,4253,351488
4238,2025-03-19,Summer Sale,Seasonal,Facebook,West,Mobile,Premium,41267,2.16,16.0,2579,119398
7504,2025-03-19,Winter Sale,Seasonal,Facebook,North,Desktop,Returning,65500,1.61,22.08,2966,184224
609,2025-03-19,New Year Blast,Festival,Facebook,West,Mobile,Premium,61861,2.41,23.47,2636,109378
1966,2025-03-19,New Year Blast,Festival,Facebook,Central,Desktop,Returning,96163,2.43,14.66,6560,269959
347,2025-03-19,Back to School,Seasonal,Facebook,North,Mobile,Returning,47262,2.76,17.59,2687,97355
5804,2025-03-19,Back to School,Seasonal,Facebook,South,Mobile,Loyal,43845,2.35,20.49,2140,91064
9772,2025-03-19,Black Friday,Promotional,Email,South,Mobile,Loyal,33256,6.94,4.11,8091,116585
8907,2025-03-19,Festive Combo,Festival,Instagram,South,Mobile,New,78011,1.93,25.38,3074,159275
5489,2025-03-19,Festive Combo,Festival,Google Search,Central,Desktop,Returning,138884,5.46,29.03,4784,87619
1861,2025-03-19,Mega Clearance,Clearance,Instagram,East,Mobile,New,23942,2.57,12.37,1935,75292
8700,2025-03-19,Weekend Special,Promotional,Instagram,North,Mobile,New,33302,1.31,20.87,1596,121832
893,2025-03-19,Black Friday,Promotional,Instagram,West,Mobile,Premium,21963,1.8,15.93,1379,76611
5359,2025-03-19,Diwali Bonanza,Festival,Facebook,North,Mobile,New,98679,2.59,23.94,4122,159151
7211,2025-03-19,Back to School,Seasonal,Facebook,West,Mobile,Premium,51972,2.81,12.32,4219,150142
1314,2025-03-19,Festive Combo,Festival,Email,South,Mobile,Loyal,69697,11.84,3.93,17735,149789
8550,2025-03-19,Mega Clearance,Clearance,Google Search,Central,Mobile,Returning,26607,4.73,30.41,875,18499
7280,2025-03-19,New Year Blast,Festival,LinkedIn,West,Desktop,Loyal,64795,2.66,64.39,1006,37820
2179,2025-03-19,Flash Sale,Promotional,Google Search,North,Mobile,New,33086,6.08,26.79,1235,20312
9059,2025-03-19,Black Friday,Promotional,Facebook,Central,Mobile,Returning,41904,2.65,22.48,1864,70340
5324,2025-03-19,Mega Clearance,Clearance,Google Search,East,Mobile,Premium,23944,6.51,42.35,565,8679
6048,2025-03-19,Flash Sale,Promotional,Facebook,Central,Mobile,Returning,42867,1.55,8.36,5128,330839
4870,2025-03-19,New Year Blast,Festival,Facebook,North,Mobile,New,131733,1.56,10.91,12075,774038
1124,2025-03-19,Back to School,Seasonal,Instagram,East,Desktop,New,64410,2.02,13.49,4775,236386
9755,2025-03-19,Festive Combo,Festival,Instagram,South,Mobile,New,140623,1.41,23.85,5896,418156
9596,2025-03-19,Weekend Special,Promotional,Facebook,East,Mobile,New,30865,2.92,23.41,1318,45137
5422,2025-03-19,Weekend Special,Promotional,LinkedIn,North,Desktop,Premium,24701,3.35,104.18,237,7075
7991,2025-03-20,Winter Sale,Seasonal,Google Search,Central,Desktop,Premium,68738,6.1,42.92,1602,26262
9693,2025-03-20,Summer Sale,Seasonal,YouTube,South,Mobile,New,58464,1.04,4.04,14471,1391442
7703,2025-03-20,Black Friday,Promotional,Email,Central,Desktop,Premium,36424,5.72,1.2,30353,530647
2426,2025-03-20,Flash Sale,Promotional,Email,West,Mobile,Loyal,34668,7.07,4.45,7791,110198
758,2025-03-20,Winter Sale,Seasonal,Instagram,North,Mobile,New,56371,2.24,29.09,1938,86518
1871,2025-03-20,Back to School,Seasonal,Facebook,West,Mobile,Premium,42898,1.67,24.06,1783,106766
9825,2025-03-20,Summer Sale,Seasonal,Instagram,Central,Desktop,New,51807,2.31,17.32,2991,129481
1229,2025-03-20,Festive Combo,Festival,Instagram,South,Mobile,Returning,131511,1.26,10.58,12430,986508
5495,2025-03-20,Black Friday,Promotional,Facebook,East,Mobile,New,48903,2.27,12.49,3915,172467
8952,2025-03-20,New Year Blast,Festival,Instagram,Central,Mobile,Returning,85969,2.33,24.01,3581,153691
5291,2025-03-20,Back to School,Seasonal,Facebook,Central,Mobile,Returning,66503,2.51,10.72,6204,247171
434,2025-03-20,Mega Clearance,Clearance,Google Search,Central,Mobile,Returning,20759,5.98,47.74,435,7274
1838,2025-03-20,New Year Blast,Festival,Email,Central,Desktop,Loyal,127069,6.06,2.78,45708,754257
6181,2025-03-20,Mega Clearance,Clearance,Facebook,East,Mobile,Premium,17858,2.85,8.48,2106,73895
5956,2025-03-20,Back to School,Seasonal,Instagram,West,Desktop,Premium,39071,1.69,10.04,3892,230296
1064,2025-03-20,Weekend Special,Promotional,Google Search,South,Desktop,New,20968,4.07,40.47,518,12727
7323,2025-03-20,Festive Combo,Festival,Instagram,South,Mobile,New,128375,2.3,15.05,8530,370870
2070,2025-03-20,Black Friday,Promotional,Google Search,North,Mobile,Returning,30449,4.48,34.35,886,19777
9099,2025-03-20,Back to School,Seasonal,Facebook,South,Desktop,New,30831,2.21,20.5,1504,68054
1578,2025-03-20,Diwali Bonanza,Festival,Google Search,West,Desktop,Returning,101150,5.31,52.6,1923,36215
4235,2025-03-20,Diwali Bonanza,Festival,Instagram,North,Mobile,New,85881,2.51,18.6,4617,183944
1968,2025-03-20,Flash Sale,Promotional,Email,North,Desktop,Loyal,44678,7.68,3.8,11757,153086
9281,2025-03-20,Festive Combo,Festival,Google Search,Central,Mobile,Returning,68511,6.61,59.57,1150,17398
1413,2025-03-20,Summer Sale,Seasonal,Google Search,East,Mobile,Loyal,43790,4.13,20.57,2129,51550
7762,2025-03-21,Back to School,Seasonal,Instagram,North,Mobile,Loyal,66764,2.51,18.74,3563,141952
5253,2025-03-21,Winter Sale,Seasonal,Instagram,Central,Mobile,Returning,33072,2.21,16.69,1982,89683
7903,2025-03-21,Back to School,Seasonal,Google Search,North,Desktop,Returning,34130,5.93,28.05,1217,20523
7736,2025-03-21,Diwali Bonanza,Festival,YouTube,North,Desktop,New,109354,1.97,6.31,17330,879695
7910,2025-03-21,Mega Clearance,Clearance,Google Search,East,Mobile,Returning,27698,6.69,55.65,498,7444
3101,2025-03-21,Black Friday,Promotional,Google Search,East,Mobile,Loyal,48477,6.29,47.78,1015,16137
6046,2025-03-21,Weekend Special,Promotional,Instagram,East,Mobile,New,41427,1.62,14.98,2765,170679
1290,2025-03-21,New Year Blast,Festival,Instagram,South,Mobile,Premium,99943,2.34,23.47,4258,181966
4816,2025-03-21,Flash Sale,Promotional,Google Search,Central,Mobile,Returning,32748,5.67,31.82,1029,18148
1116,2025-03-21,Black Friday,Promotional,Facebook,East,Mobile,Loyal,24469,2.84,18.87,1297,45669
8457,2025-03-21,Weekend Special,Promotional,Google Search,West,Mobile,Premium,38902,5.58,20.53,1895,33961
761,2025-03-21,Diwali Bonanza,Festival,Instagram,West,Mobile,New,104793,2.28,22.95,4566,200263
7245,2025-03-21,Flash Sale,Promotional,Email,South,Mobile,Loyal,43648,5.25,2.58,16918,322248
4271,2025-03-21,Flash Sale,Promotional,Email,South,Mobile,Loyal,23096,5.37,3.2,7218,134413
8507,2025-03-21,Weekend Special,Promotional,Instagram,West,Desktop,Premium,25051,2.45,20.17,1242,50694
668,2025-03-21,Diwali Bonanza,Festival,Instagram,North,Mobile,New,125459,2.72,28.56,4393,161507
9046,2025-03-21,Winter Sale,Seasonal,Google Search,West,Desktop,Returning,65142,4.52,54.73,1190,26327
9052,2025-03-21,Festive Combo,Festival,YouTube,South,Mobile,New,83534,1.57,9.39,8896,566624
9292,2025-03-21,Weekend Special,Promotional,Facebook,East,Mobile,Premium,38600,2.33,24.78,1558,66867
4607,2025-03-21,Festive Combo,Festival,Google Search,South,Desktop,Premium,68445,5.19,45.49,1505,28998
7797,2025-03-21,Summer Sale,Seasonal,Instagram,Central,Mobile,Returning,44625,2.09,16.91,2639,126268
3864,2025-03-21,Diwali Bonanza,Festival,Google Search,West,Desktop,Returning,132464,5.98,36.21,3658,61171
1604,2025-03-21,Back to School,Seasonal,Facebook,North,Desktop,New,65541,2.46,9.3,7047,286463
956,2025-03-21,Weekend Special,Promotional,Instagram,South,Desktop,New,39408,1.61,23.73,1661,103168
6891,2025-03-21,Diwali Bonanza,Festival,Instagram,North,Mobile,New,120438,2.48,26.77,4499,181411
3225,2025-03-21,Festive Combo,Festival,Google Search,South,Mobile,New,129713,6.63,21.6,6005,90573
2633,2025-03-21,Flash Sale,Promotional,Google Search,North,Mobile,New,42411,4.37,34.23,1239,28352
2243,2025-03-21,Festive Combo,Festival,Facebook,South,Mobile,Returning,132420,1.67,18.46,7173,429521
6350,2025-03-21,Black Friday,Promotional,Instagram,East,Desktop,Premium,31038,2.2,14.92,2080,94545
2590,2025-03-21,Back to School,Seasonal,Instagram,West,Mobile,Returning,42073,2.22,11.73,3587,161577
4189,2025-03-22,Mega Clearance,Clearance,YouTube,Central,Mobile,Loyal,29179,0.82,8.36,3490,425610
3025,2025-03-22,Black Friday,Promotional,Google Search,Central,Mobile,Returning,44148,5.35,32.25,1369,25589
2751,2025-03-22,Black Friday,Promotional,Facebook,Central,Mobile,New,46068,2.83,19.66,2343,82792
3917,2025-03-22,New Year Blast,Festival,YouTube,North,Mobile,Loyal,98922,1.78,9.25,10694,600787
9629,2025-03-22,Festive Combo,Festival,Facebook,Central,Mobile,New,131035,1.94,14.9,8794,453299
2903,2025-03-22,New Year Blast,Festival,Facebook,West,Mobile,Premium,98159,2.08,23.08,4253,204471
4028,2025-03-22,Winter Sale,Seasonal,Instagram,North,Desktop,Returning,40868,2.41,21.58,1894,78589
3899,2025-03-22,Flash Sale,Promotional,Facebook,West,Mobile,Returning,22696,2.71,21.14,1074,39631
2754,2025-03-22,Diwali Bonanza,Festival,Google Search,North,Mobile,New,125984,4.69,44.74,2816,60043
3137,2025-03-22,Winter Sale,Seasonal,Facebook,Central,Mobile,Returning,58172,2.44,13.55,4293,175943
8828,2025-03-22,Weekend Special,Promotional,Instagram,South,Mobile,Premium,20915,2.32,22.33,937,40388
1885,2025-03-22,Winter Sale,Seasonal,Instagram,Central,Mobile,Premium,66025,1.25,28.4,2325,186000
5472,2025-03-22,Back to School,Seasonal,Instagram,South,Desktop,New,67249,2.59,27.87,2413,93166
7556,2025-03-22,Winter Sale,Seasonal,YouTube,North,Mobile,New,69410,1.96,8.01,8665,442092
5457,2025-03-22,Mega Clearance,Clearance,Email,East,Mobile,Loyal,17062,6.96,3.67,4649,66796
6819,2025-03-22,Flash Sale,Promotional,Facebook,South,Desktop,Loyal,35387,2.13,8.48,4173,195915
544,2025-03-22,Weekend Special,Promotional,Email,East,Desktop,Premium,45232,9.59,3.26,13875,144682
6074,2025-03-22,Summer Sale,Seasonal,Google Search,West,Mobile,New,46296,5.09,28.53,1623,31886
1306,2025-03-22,Back to School,Seasonal,YouTube,South,Mobile,Returning,69945,1.49,5.7,12271,823557
7418,2025-03-22,Summer Sale,Seasonal,Google Search,West,Desktop,New,46643,5.16,50.7,920,17829
6349,2025-03-22,Flash Sale,Promotional,Instagram,East,Mobile,New,38224,1.27,16.31,2344,184567
1426,2025-03-22,Winter Sale,Seasonal,Google Search,West,Mobile,Loyal,57008,4.6,33.51,1701,36978
7334,2025-03-22,Summer Sale,Seasonal,Google Search,North,Desktop,Premium,54527,5.37,46.06,1184,22048
1930,2025-03-22,Winter Sale,Seasonal,Google Search,West,Mobile,Loyal,67086,6.62,22.38,2998,45287
7708,2025-03-22,Diwali Bonanza,Festival,Google Search,East,Mobile,Returning,106522,4.41,46.56,2288,51882
7392,2025-03-22,Weekend Special,Promotional,Google Search,North,Mobile,Returning,33360,6.14,31.4,1062,17296
5003,2025-03-22,Black Friday,Promotional,Facebook,North,Desktop,New,49138,1.68,23.02,2135,127083
